old_text|text|word|emoji|emoji_mean|lables
房间比较旧，骚扰电话太多，一个接一个，受不了补充点评2008年6月27日：忘了说，大床房是用两张小床拼的，不平，千万别住|[MASK]比较[MASK]，[MASK]太多，[MASK][MASK][MASK]，[MASK]补充点评2008年6月27日：忘了说，大床房是用两张小床拼的，不平，千万别住|['房间', '旧', '骚扰电话', '一个', '接', '一个', '受不了']|['💨', '🍺', '🥵', '🐜', '🪢', '🐜', '🤡']|['风', '酒', '烧', '蚁', '结', '蚁', '丑']|1
这个房间的性价比真是太差劲了，这个价格在西安可以住四星酒店了！房间（305）浴室的下水道是堵的，洗完一个人至少要半小时后才能洗第二人，房间的隔音几乎是没有的。这样的房间简直不能忍受！但据说是他们最好的宾馆了？？？|这个[MASK]的[MASK][MASK][MASK]了，这个[MASK]在[MASK]可以[MASK][MASK][MASK]了！房间（305）浴室的下水道是堵的，洗完一个人至少要半小时后才能洗第二人，房间的隔音几乎是没有的。这样的房间简直不能忍受！但据说是他们最好的宾馆了？？？|['房间', '性价比', '真是太', '差劲', '价格', '西安', '住', '四星', '酒店']|['💨', '🤫', '🪡', '\U0001fab9', '😯', '😁', '🐷', '😔', '🍺']|['风', '静', '针', '巢', '缄', '嘻', '猪', '思', '酒']|0
上次出差住的套房，以下几点感受：1，房间大；2，装修很一般；3，好像没有卫星电视节目，上了两晚上网；4，早餐极其一般，就餐环境像食堂；5，附近什么设施也没有；|[MASK][MASK][MASK]的[MASK]，[MASK][MASK]：1，[MASK]大；2，装修很一般；3，好像没有卫星电视节目，上了两晚上网；4，早餐极其一般，就餐环境像食堂；5，附近什么设施也没有；|['上次', '出差', '住', '套房', '以下几点', '感受', '房间']|['🤕', '🤡', '🐷', '🤨', '🐜', '🧑\u200d⚖️', '💨']|['伤', '丑', '猪', '挑', '蚁', '官', '风']|0
这次入住最满意的就是安排的楼层比较高,所以很安静,但是态度很差!!!!进去以后我看见标准A房特价,我询问,她们说是老装修,委婉拒绝看房请求,然后我放弃了还是入住了本来预定的标准B类房间,然后洗澡,吹风筒用完却出了问题无法放归原处,打电话通知总台找人来看,大概隔了半小时没人上来,我赶着出去就顺便到总台又交代了一次,大概晚上12点才回到酒店,却还是老样子,不知道是没人上来看,还是她们也搞不定.第二天我就退房了,她们总台有三个人在,我却感觉全部都凑一起,操作很不专业,这跟3星的标准相去很远,入住这家酒店还有一个好处是可以免费打长途,可是后来我才了解到,原来柳州的酒店都跟电信签了协议都可以免费打长途.总之下次我不会再选择这家酒店了.|[MASK][MASK][MASK][MASK]的就是安排的楼层比较高,所以[MASK]安静,但是态度[MASK]!!!![MASK]以后我看见[MASK]A[MASK]特价,我询问,她们[MASK]是[MASK][MASK],委婉[MASK]看房[MASK],然后我[MASK]了还是[MASK]了本来[MASK]的[MASK]B[MASK][MASK],然后[MASK],[MASK][MASK]用[MASK]却[MASK]了问题无法[MASK][MASK],打电话[MASK][MASK][MASK][MASK],大概[MASK]了半小时没人上来,我赶着出去就顺便到总台又交代了一次,大概晚上12点才回到酒店,却还是老样子,不知道是没人上来看,还是她们也搞不定.第二天我就退房了,她们总台有三个人在,我却感觉全部都凑一起,操作很不专业,这跟3星的标准相去很远,入住这家酒店还有一个好处是可以免费打长途,可是后来我才了解到,原来柳州的酒店都跟电信签了协议都可以免费打长途.总之下次我不会再选择这家酒店了.|['这次', '入住', '最', '满意', '很', '很差', '进去', '标准', '房', '说', '老', '装修', '拒绝', '请求', '放弃', '入住', '预定', '标准', '类', '房间', '洗澡', '吹风', '筒', '完', '出', '放归', '原处', '通知', '总台', '找人', '来看', '隔']|['🪡', '🪱', '👄', '😴', '🪡', '🪡', '🤫', '🤣', '💨', '🥵', '🧓', '🤥', '\U0001faf4', '😗', '💨', '🪱', '\U0001fae4', '🤣', '😩', '💨', '😁', '😋', '\U0001fae0', '🥣', '🤡', '💨', '😵\u200d💫', '\U0001fae0', '\U0001fae0', '😉', '🖍', '🕊']|['针', '蠕', '嘴', '眠', '针', '针', '静', '笑', '风', '烧', '老', '谎', '举', '亲', '风', '蠕', '郁', '笑', '累', '风', '嘻', '吃', '融', '碗', '丑', '风', '晕', '融', '融', '眨', '蜡笔', '鸽']|0
很老的酒店，箱柜旧的都没法看了，前台服务跟门童都值得夸奖。不然真的是一无是处了。270的价格让人诧异，有点疯。不会再去了。|[MASK][MASK]的[MASK]，[MASK][MASK]的[MASK]没法看了，[MASK]服务跟门童都值得夸奖。不然真的是一无是处了。270的价格让人诧异，有点疯。不会再去了。|['很', '老', '酒店', '箱柜', '旧', '都', '前台']|['🪡', '🧓', '🍺', '🤔', '🍺', '\U0001fad8', '😗']|['针', '老', '酒', '想', '酒', '豆', '亲']|0
订的商务房，虽然很小装修陈旧，但是家具倒是很有古都特色，早餐一般，但却是25楼的旋转餐厅用餐，看楼下的牡丹广场很不错，可惜洛阳的天老是阴霾|[MASK]的[MASK][MASK]，虽然[MASK][MASK][MASK]，但是[MASK][MASK]是[MASK]有古都特色，早餐一般，但却是25楼的旋转餐厅用餐，看楼下的牡丹广场很不错，可惜洛阳的天老是阴霾|['订', '商务', '房', '很小', '装修', '陈旧', '家具', '倒', '很']|['🤫', '🤕', '💨', '🪡', '🤥', '💋', '😯', '🙃', '🪡']|['静', '伤', '风', '针', '谎', '脣', '缄', '倒', '针']|1
上海的商务成本越来越高这样差的酒店，居然也能得到不错的评价吃：早餐不是一般的难吃住：床特别的不舒服行：打的一般，需要走段路提醒：前台的服务特别差。|[MASK]的[MASK][MASK][MASK]高这样[MASK]的[MASK]，[MASK]也能得到[MASK]的评价吃：早餐不是一般的难吃住：床特别的不舒服行：打的一般，需要走段路提醒：前台的服务特别差。|['上海', '商务', '成本', '越来越', '差', '酒店', '居然', '不错']|['🤕', '🤕', '🤩', '🈷', '\U0001fab9', '🍺', '\U0001faf4', '⛔']|['伤', '伤', '崇', '月', '巢', '酒', '举', '禁']|0
类似于80年代的招待所，要自己下到一楼打开水，开水瓶看的倒是挺结实的。没有电话，叫服务生只能靠人工。洗澡水据说要放20分钟凉水后才会热，我们确实很有耐心放了20分钟，还是冻人。实在心疼水就凑合冲了。空调只有冷风。两张超小的床。总而言之是我住过最为辛苦的房间。|[MASK]于80[MASK]的[MASK]，要自己[MASK]到[MASK]打开[MASK]，[MASK]看的[MASK]是[MASK][MASK]的。没有[MASK]，叫[MASK][MASK][MASK]。洗澡水据说要放20分钟凉水后才会热，我们确实很有耐心放了20分钟，还是冻人。实在心疼水就凑合冲了。空调只有冷风。两张超小的床。总而言之是我住过最为辛苦的房间。|['类似', '年代', '招待所', '下', '一楼', '水', '开水瓶', '倒', '挺', '结实', '电话', '服务生', '只能靠', '人工']|['😩', '😴', '😉', '🤣', '🐜', '👹', '🥢', '🙃', '🤫', '🪢', '😴', '🧑', '🦵', '\U0001f979']|['累', '眠', '眨', '笑', '蚁', '食', '快', '倒', '静', '结', '眠', '父', '肢', '忍']|0
酒店非常一般，设施很老，位置也比较偏，严重不复合这个价位|[MASK]非常一般，[MASK][MASK]老，位置也比较偏，严重不复合这个价位|['酒店', '设施', '很']|['🍺', '👅', '🪡']|['酒', '舌', '针']|0
酒店的环境非常好,但是房间装修一般,比较旧.服务也不错,有24小时送餐服务.虽然设施陈旧,下次还会选择这里,因为酒店的环境吸引我碰巧是桃花开花季节,非常大的桃园,开得很灿烂的桃花!值得!|[MASK]的[MASK]非常[MASK],但是[MASK][MASK]一般,比较[MASK].[MASK]也[MASK],有24[MASK]送餐服务.虽然设施陈旧,下次还会选择这里,因为酒店的环境吸引我碰巧是桃花开花季节,非常大的桃园,开得很灿烂的桃花!值得!|['酒店', '环境', '好', '房间', '装修', '旧', '服务', '不错', '小时']|['🍺', '🤥', '🥵', '💨', '🤥', '🍺', '🧑', '⛔', '🤣']|['酒', '谎', '烧', '风', '谎', '酒', '父', '禁', '笑']|1
这是我入住这么多酒店以来最不满意的一次经历，入住的第二天早上股市开市时宽带坏了，请网管来修理，结果看了看以后说是光纤坏了，要上网的话自己带电脑到大堂吧上无线，为此股票晚抛半小时，盈利严重缩水。然后想到室内游泳池游泳，又被告知游泳池在维修不开放，无奈之下只能顶着烈日外出游览，中午回酒店因太热实在没胃口，到中餐厅想要一碗面吃，结果被告知点心师傅下班了，只能吃炒菜，但这家的炒菜我前一天晚上已经领教过了，味道极差，海鲜里还满是泥沙，前一晚就为海鲜里的泥沙换了菜。回到房间宽带仍未修好，一怒之下找大堂经理投诉。结果4个小时仍未修好的宽带在10分钟内修好了。我只想问几个问题：可以做炒菜的饭店居然会下不出一碗面，你找理由让客人吃炒菜可以直接说面卖完了，又何必说点心师傅下班了，难道你们的面都是现擀出来的？宽带那么长时间修不好，投诉了就在那么短时间修好了，这不是忽悠住客是什么？表面的微笑底下是如此冷漠的服务，这和五星级的要求是不是差距太大了。|这是我[MASK]这么多[MASK]以来[MASK][MASK][MASK]的一次[MASK]，[MASK]的第二天[MASK][MASK][MASK][MASK][MASK][MASK]了，[MASK][MASK]来[MASK]，结果看了看以后[MASK]是[MASK][MASK]了，要[MASK]的话自己[MASK][MASK]到大堂吧[MASK][MASK]，为此[MASK][MASK][MASK][MASK]，[MASK]严重[MASK]。然后[MASK][MASK][MASK][MASK]，又被告知[MASK]在维修[MASK][MASK]，[MASK][MASK][MASK][MASK]着烈日[MASK][MASK]，[MASK][MASK][MASK]因太热实在没胃口，到中餐厅想要一碗面吃，结果被告知点心师傅下班了，只能吃炒菜，但这家的炒菜我前一天晚上已经领教过了，味道极差，海鲜里还满是泥沙，前一晚就为海鲜里的泥沙换了菜。回到房间宽带仍未修好，一怒之下找大堂经理投诉。结果4个小时仍未修好的宽带在10分钟内修好了。我只想问几个问题：可以做炒菜的饭店居然会下不出一碗面，你找理由让客人吃炒菜可以直接说面卖完了，又何必说点心师傅下班了，难道你们的面都是现擀出来的？宽带那么长时间修不好，投诉了就在那么短时间修好了，这不是忽悠住客是什么？表面的微笑底下是如此冷漠的服务，这和五星级的要求是不是差距太大了。|['入住', '酒店', '最', '不', '满意', '经历', '入住', '早上', '股市', '开市', '时', '宽带', '坏', '请', '网管', '修理', '说', '光纤', '坏', '上网', '带', '电脑', '上', '无线', '股票', '晚', '抛', '半小时', '盈利', '缩水', '想到', '室内', '游泳池', '游泳', '游泳池', '不', '开放', '无奈', '之下', '只能', '顶', '外出', '游览', '中午', '回', '酒店']|['🪱', '🍺', '👄', '⛔', '😴', '🤫', '🪱', '🧼', '🦴', '🥢', '👹', '😪', '👾', '😗', '🐺', '😚', '🥵', '🤥', '👾', '🤕', '🤓', '😴', '🤕', '🛖', '🦴', '🥣', '💬', '💩', '🤫', '🔒', '🤔', '👹', '👉', '👉', '👉', '⛔', '🥢', '🛖', '🦵', '🦵', '🤫', '🧦', '👉', '🤩', '👋', '🍺']|['蠕', '酒', '嘴', '禁', '眠', '静', '蠕', '皂', '骨', '快', '食', '困', '怪', '亲', '狼', '羞', '烧', '谎', '怪', '伤', '呆', '眠', '伤', '屋', '骨', '碗', '泡', '便', '静', '锁', '想', '食', '右', '右', '右', '禁', '快', '屋', '肢', '肢', '静', '袜子', '右', '崇', '挥', '酒']|0
地段不错,房间虽小但干净,适合商务活动.|地段[MASK],[MASK][MASK]但干净,适合商务活动.|['不错', '房间', '虽小']|['⛔', '💨', '💧']|['禁', '风', '水']|1
房间小，很旧。晚上12点下到大堂去续房，居然看见一只大老鼠穿堂而过|[MASK][MASK]，[MASK][MASK]。[MASK]12点下到大堂去续房，居然看见一只大老鼠穿堂而过|['房间', '小', '很', '旧', '晚上']|['💨', '🤣', '🪡', '🍺', '🥣']|['风', '笑', '针', '酒', '碗']|0
受不了，基本隔壁所有的声音都听的一清二楚。因为隔壁没睡，所以我也跟着无法入睡，见过隔音不好的，可没见过如此不好的。听一个出租车司机说这个如家是厂房改造而成的。真是很有疑问：经济型酒店，到底经济了谁？|[MASK]，基本[MASK]所有的[MASK][MASK][MASK]的[MASK]。因为[MASK]没睡，所以我也跟着无法[MASK]，[MASK]隔音不好的，可没见过如此不好的。听一个出租车司机说这个如家是厂房改造而成的。真是很有疑问：经济型酒店，到底经济了谁？|['受不了', '隔壁', '声音', '都', '听', '一清二楚', '隔壁', '入睡', '见过']|['🤡', '🕊', '🤕', '\U0001fad8', '🤫', '🐜', '🕊', '🪱', '😴']|['丑', '鸽', '伤', '豆', '静', '蚁', '鸽', '蠕', '眠']|0
酒店前台小女孩子服务太次,态度很差.好象没干过这行.建议经理好好管理管理.酒店位置好,别的就没有什么可以赞扬的了.|[MASK][MASK][MASK]女孩子[MASK]太次,态度[MASK].好象没干过[MASK].建议经理好好管理管理.酒店位置好,别的就没有什么可以赞扬的了.|['酒店', '前台', '小', '服务', '很差', '这行']|['🍺', '😗', '🤣', '🧑', '🪡', '🪡']|['酒', '亲', '笑', '父', '针', '针']|0
整体环境不错,很干净,但叫花园饭店还有差距,绿化园景没则么看到,室内没有迷你吧(在四星级酒店不应该),两双拖鞋不同型号,一双有红边,一双没有,不协调,住在一楼,窗前一直有饭店人员走动(特别是中午),没有私密感,不敢开窗,配套服务很不错,但人手太少,我们两个人想去去洗个头,但只有一名服务人员,我只能回房自己洗.总体较满意,CHECKIN|[MASK][MASK][MASK],[MASK][MASK],但叫[MASK][MASK]还有[MASK],[MASK][MASK]没则么看到,[MASK]没有[MASK]吧(在[MASK][MASK][MASK]应该),[MASK]拖鞋不同[MASK],一双有红边,一双没有,不协调,住在一楼,窗前一直有饭店人员走动(特别是中午),没有私密感,不敢开窗,配套服务很不错,但人手太少,我们两个人想去去洗个头,但只有一名服务人员,我只能回房自己洗.总体较满意,CHECKIN|['整体', '环境', '不错', '很', '干净', '花园', '饭店', '差距', '绿化', '园景', '室内', '迷你', '四星级', '酒店', '不', '两双', '型号']|['🖐', '🤥', '⛔', '🪡', '🧑\u200d⚖️', '🤙', '🍚', '\U0001fab9', '\U0001facf', '😵\u200d💫', '👹', '😝', '😔', '🍺', '⛔', '🤔', '🤫']|['掌', '谎', '禁', '针', '官', '话', '饭', '巢', '驴', '晕', '食', '眯', '思', '酒', '禁', '想', '静']|1
民族风味食品很不错，价格也公道。威尼斯西餐太糟！切牛扒的刀，老婆建议改用用锯！还有速度慢的吓死人！房间只要不是太挑剔，绝对算过得去（偶住豪大间）。卫生间比房间装修得好！房间送餐一是速度慢（送餐，收餐都慢，怀疑是服务生是蜗牛转世），二是价格太离谱！总台一位服务小姐态度非常好（忘记看工号），赞一个！酒店位置离机场极近！15大米搞定！总体说来还是不错，吃饭提前点叫，还行！|[MASK][MASK][MASK][MASK][MASK]，[MASK]也[MASK]。威尼斯[MASK]太糟！切[MASK]的[MASK]，[MASK][MASK][MASK]用[MASK]！还有速度慢的[MASK]！[MASK]只要不是太[MASK]，绝对[MASK][MASK]（[MASK][MASK]）。卫生间比房间装修得好！房间送餐一是速度慢（送餐，收餐都慢，怀疑是服务生是蜗牛转世），二是价格太离谱！总台一位服务小姐态度非常好（忘记看工号），赞一个！酒店位置离机场极近！15大米搞定！总体说来还是不错，吃饭提前点叫，还行！|['民族', '风味', '食品', '很', '不错', '价格', '公道', '西餐', '牛扒', '刀', '老婆', '建议', '改用', '锯', '吓死人', '房间', '挑剔', '算', '过得去', '偶住', '豪大间']|['😴', '🥶', '👹', '🪡', '⛔', '😯', '\U0001fae0', '😁', '🐮', '🙃', '🧓', '😴', '👾', '\U0001faf4', '🤣', '💨', '🤣', '✊', '🍎', '🤮', '🥵']|['眠', '冷', '食', '针', '禁', '缄', '融', '嘻', '牛', '倒', '老', '眠', '怪', '举', '笑', '风', '笑', '拳', '果', '呕', '烧']|1
房间比较脏，尤其是地毯，像80年代的东西。最令人难以忍受的是早餐，由于有旅行团，人比较多，而酒店也不加强管理，自助早餐就像抢早餐，因为不抢的话盘子就空了。哈哈！我很多年没见过这阵势了。|[MASK]比较[MASK]，尤其是地毯，像80[MASK]的[MASK]。[MASK][MASK][MASK]的是[MASK]，由于有旅行团，人比较多，而酒店也不加强管理，自助早餐就像抢早餐，因为不抢的话盘子就空了。哈哈！我很多年没见过这阵势了。|['房间', '脏', '年代', '东西', '最', '令人', '难以忍受', '早餐']|['💨', '🖐', '😴', '\U0001fae0', '👄', '🤫', '⬇', '🧼']|['风', '掌', '眠', '融', '嘴', '静', '南', '皂']|0
环境不错，出了后门就是洋人街，整个酒店风格独特，挺舒服的，但遗憾的是好像上不了网。|[MASK][MASK]，[MASK]了[MASK]就是[MASK]，整个酒店风格独特，挺舒服的，但遗憾的是好像上不了网。|['环境', '不错', '出', '后门', '洋人街']|['🤥', '⛔', '🤡', '🤡', '👀']|['谎', '禁', '丑', '丑', '眼']|1
我是今年三月在这家酒店入住的，没想到被骗了，我睡到半夜的时候房间的空调就“嗒嗒“。。。地响个不停，象拖拉机一样。当我打电话去前台的时候，服务员说你描述一下怎么个响法，我只有把电话拿到空调旁边让他听，谁知道他说你等等吧，我让电工过去给你看看修修就好了（老大，当时零晨4点啊，晕死），然后早餐时我见过最烂的早餐，连街边的地摊都不如，下次大家千万不要入住，切忌切忌。宾馆反馈2008年4月23日：首先感谢您对本酒店提出的宝贵意见，关于空调噪音只是个别现象，对于我们服务不周之处还请谅解；另外关于您对我们西餐的意见，我们将对西餐厅进行装修整改，全面丰富西餐菜式，相信下次入住一定可以让您满意，期待您的再次光临。|我是今年[MASK]在[MASK][MASK][MASK]的，没想到被[MASK]了，我[MASK]到[MASK]的时候[MASK]的[MASK]就“嗒嗒“。。。地响个[MASK]，[MASK]拖拉机一样。当我打[MASK]去[MASK]的时候，[MASK][MASK]你[MASK]一下怎么[MASK]法，我只有把电话[MASK][MASK][MASK]让他[MASK]，谁知道他[MASK]你等等吧，我让[MASK]过去给你看看[MASK]就好了（老大，当时零晨4点啊，晕死），然后早餐时我见过最烂的早餐，连街边的地摊都不如，下次大家千万不要入住，切忌切忌。宾馆反馈2008年4月23日：首先感谢您对本酒店提出的宝贵意见，关于空调噪音只是个别现象，对于我们服务不周之处还请谅解；另外关于您对我们西餐的意见，我们将对西餐厅进行装修整改，全面丰富西餐菜式，相信下次入住一定可以让您满意，期待您的再次光临。|['三月', '这家', '酒店', '入住', '骗', '睡', '半夜', '房间', '空调', '不停', '象', '前台', '服务员', '说', '描述', '个响', '电话', '拿到', '空调', '旁边', '听', '说', '电工', '修修']|['🧄', '🪡', '🍺', '🪱', '😴', '👹', '💩', '💨', '\U0001fae0', '⛔', '🤔', '😗', '🧑', '🥵', '🤣', '🕊', '😴', '\U0001faf3', '\U0001fae0', '🐺', '🤫', '🥵', '😴', '😚']|['蒜', '针', '酒', '蠕', '眠', '食', '便', '风', '融', '禁', '想', '亲', '父', '烧', '笑', '鸽', '眠', '拿', '融', '狼', '静', '烧', '眠', '羞']|0
办入住的时候，说没有收到携程的预定，但还是给了携程的价格。问了早餐的事情才给了餐卷，早餐很差，房间非常不干净，床上有西瓜子，床头柜后面还有吃剩的果冻的空盒。最可气的是退房的时候，结账之后没有把信用卡还给我，晚上吃饭结账的时候才发现。|[MASK][MASK]的时候，[MASK]没有[MASK][MASK]的[MASK]，但还是给了[MASK]的[MASK]。[MASK]了[MASK]的[MASK]才给了餐卷，早餐很差，房间非常不干净，床上有西瓜子，床头柜后面还有吃剩的果冻的空盒。最可气的是退房的时候，结账之后没有把信用卡还给我，晚上吃饭结账的时候才发现。|['办', '入住', '说', '收到', '携程', '预定', '携程', '价格', '问', '早餐', '事情']|['💩', '🪱', '🥵', '🤡', '✍', '\U0001fae4', '✍', '😯', '😘', '🧼', '👹']|['便', '蠕', '烧', '丑', '写', '郁', '写', '缄', '吻', '皂', '食']|0
感觉还可以,就是二层楼房窗外没有风景,被一些建筑物遮挡,可能是广告之类,晚上还可以,有窗帘,白天就不能恭维了.在网上订的,写着有水果赠送,因为还有同事,夸口有水果赠送,结果到房间后根本没有,好没面子,后来催了两次,总算送了过来.总台服务态度特别好.|[MASK]还可以,就是[MASK]楼房[MASK]没有[MASK],被一些[MASK][MASK],可能是[MASK]之类,[MASK]还可以,有[MASK],[MASK]就不能[MASK]了.在网上订的,写着有水果赠送,因为还有同事,夸口有水果赠送,结果到房间后根本没有,好没面子,后来催了两次,总算送了过来.总台服务态度特别好.|['感觉', '二层', '窗外', '风景', '建筑物', '遮挡', '广告', '晚上', '窗帘', '白天', '恭维']|['🧑\u200d⚖️', '👂', '🤥', '🥶', '😴', '🪡', '🤥', '🥣', '🤥', '💯', '\U0001fae0']|['官', '耳', '谎', '冷', '眠', '针', '谎', '碗', '谎', '百', '融']|1
不错的饭店，饭菜做得也不错，来潍坊这里值得住住|[MASK]的[MASK]，[MASK]做得也不错，来潍坊这里值得住住|['不错', '饭店', '饭菜']|['⛔', '🍚', '🍚']|['禁', '饭', '饭']|1
地理位置优越，房间挺温馨，服务不错。商旅选择。|地理位置[MASK]，[MASK][MASK]温馨，服务不错。商旅选择。|['优越', '房间', '挺']|['👉', '💨', '🤫']|['右', '风', '静']|1
这家也能叫三星级的?屋里进去，不知道啥味道，浴室的毛巾脏得要命，洗澡没有热水。第二天就换了隔壁的宾馆，价格要便宜，而且又干净。希望携程不要再推荐这家宾馆了，太另人失望！！！！！！|[MASK]也能叫[MASK]的?[MASK][MASK]，[MASK]知道啥味道，[MASK]的[MASK][MASK][MASK]，洗澡没有热水。第二天就换了隔壁的宾馆，价格要便宜，而且又干净。希望携程不要再推荐这家宾馆了，太另人失望！！！！！！|['这家', '三星级', '屋里', '进去', '不', '浴室', '毛巾', '脏得', '要命']|['🪡', '🧄', '🛖', '🤫', '⛔', '\U0001fae4', '😷', '🖐', '👺']|['针', '蒜', '屋', '静', '禁', '郁', '冒', '掌', '妖']|0
非常好，特别是休闲房。早餐非常丰富。再来还住。|非常[MASK]，特别是[MASK][MASK]。早餐非常丰富。再来还住。|['好', '休闲', '房']|['🥵', '😚', '💨']|['烧', '羞', '风']|1
非常满意，服务很亲切，我们都很喜欢乐园的房间．补充点评2008年8月15日：晚上在酒店西餐吃的，有点贵，还没吃饱，第二天早上我们没吃，是去迪士尼乐园皇室餐厅把早餐午餐一起解决的，皇室餐厅真的不错，份量足，而且不难吃．|非常[MASK]，[MASK][MASK][MASK]，我们[MASK][MASK][MASK]乐园的[MASK]．[MASK][MASK]2008年8月15日：[MASK]在酒店西餐吃的，有点贵，还没吃饱，第二天早上我们没吃，是去迪士尼乐园皇室餐厅把早餐午餐一起解决的，皇室餐厅真的不错，份量足，而且不难吃．|['满意', '服务', '很', '亲切', '都', '很', '喜欢', '房间', '补充', '点评', '年月日', '晚上']|['😴', '🧑', '🪡', '😗', '\U0001fad8', '🪡', '😁', '💨', '⛔', '😴', '😴', '🥣']|['眠', '父', '针', '亲', '豆', '针', '嘻', '风', '禁', '眠', '眠', '碗']|1
提醒大家每年10月份最好不要去香港,比平时贵太多拉!|提醒大家每年10[MASK]最好不要去[MASK],比[MASK]贵太多拉!|['月份', '香港', '平时']|['🈷', '🤔', '🤫']|['月', '想', '静']|1
酒店除了大堂小了点之外，其他都不错房间装修也挺不错，作为4星酒店，足够了比较难得的是，房间还送矿泉水，比较5星待遇了|[MASK]除了大堂[MASK]了[MASK][MASK]，其他[MASK][MASK]房间装修也挺不错，作为4星酒店，足够了比较难得的是，房间还送矿泉水，比较5星待遇了|['酒店', '小', '点', '之外', '都', '不错']|['🍺', '🤣', '😴', '🦵', '\U0001fad8', '⛔']|['酒', '笑', '眠', '肢', '豆', '禁']|1
酒店环境一般服务却极差动不动所有经理都出来侮辱游客不舍得给钱不房费还把政治搬出来吓人态度太差我去过的酒店都有中午退房前电话询问是否要续房我是凌晨4点才去的什么都不知道一睡到下午一点就吵着要我交钱我说为什么不提醒我他说我们就是这种规定从经理到员工一个德行劝大家千万别去|[MASK][MASK]一般[MASK]却[MASK][MASK]所有[MASK][MASK]出来[MASK][MASK][MASK][MASK]给钱[MASK][MASK]还把[MASK][MASK][MASK]态度太差我去过的酒店都有中午退房前电话询问是否要续房我是凌晨4点才去的什么都不知道一睡到下午一点就吵着要我交钱我说为什么不提醒我他说我们就是这种规定从经理到员工一个德行劝大家千万别去|['酒店', '环境', '服务', '极差', '动不动', '经理', '都', '侮辱', '游客', '不', '舍得', '不', '房费', '政治', '搬出来', '吓人']|['🍺', '🤥', '🧑', '🤪', '\U0001fae0', '🤫', '\U0001fad8', '🛖', '👉', '⛔', '👅', '⛔', '💨', '🖐', '💩', '🤣']|['酒', '谎', '父', '稽', '融', '静', '豆', '屋', '右', '禁', '舌', '禁', '风', '掌', '便', '笑']|0
环境非常的好，服务也非常的热情、周到下次还会住！|[MASK]非常的[MASK]，[MASK]也非常的热情、周到下次还会住！|['环境', '好', '服务']|['🤥', '🥵', '🧑']|['谎', '烧', '父']|1
优点:1.地理位置非常好,哈尔滨有代表性的景点都是徒步就到,省去和的士司机打交道的烦恼(哈尔滨的士司机真的是不怎么样).2.房间还可以,明亮,宽敞,我住的是江景房3.维修服务来得很及时.我们房间的淋浴房们坏了,不到十分钟就来人修了.4.虽然就在繁华的中央大街上,可是酒店内却很安静缺点:1.前台服务一般,速度较慢2.客房服务每天都会来敲至少2次门,打扰午休.按了请勿打扰的门灯,才没有再来敲.但是敲别人的房门时,声音仍然听得很清楚.3.早餐没什么可吃的4.门口有专门停车等待的出租,但总是觉得比自己打到的车要贵一些.而且这些出租都不太愿意去火车站(正常大约8,9块钱,可是我们坐门童叫来的出租要了我们13块)5.房间地毯不是很干净,还有烟头烫的痕迹|[MASK]:1.地理位置非常[MASK],[MASK]有[MASK]的[MASK][MASK]是[MASK]就到,[MASK]和的士[MASK]打交道的[MASK]([MASK]的士[MASK][MASK]是[MASK]).2.[MASK]还可以,[MASK],[MASK],我[MASK]的是[MASK][MASK]3.维[MASK]服务[MASK][MASK]及时.我们[MASK]的[MASK]们[MASK]了,[MASK][MASK]就来[MASK]修了.4.虽然就在繁华的中央大街上,可是酒店内却很安静缺点:1.前台服务一般,速度较慢2.客房服务每天都会来敲至少2次门,打扰午休.按了请勿打扰的门灯,才没有再来敲.但是敲别人的房门时,声音仍然听得很清楚.3.早餐没什么可吃的4.门口有专门停车等待的出租,但总是觉得比自己打到的车要贵一些.而且这些出租都不太愿意去火车站(正常大约8,9块钱,可是我们坐门童叫来的出租要了我们13块)5.房间地毯不是很干净,还有烟头烫的痕迹|['优点', '好', '哈尔滨', '代表性', '景点', '都', '徒步', '省去', '司机', '烦恼', '哈尔滨', '司机', '真的', '不怎么样', '房间', '明亮', '宽敞', '住', '江景', '房', '来得', '很', '房间', '淋浴房', '坏', '不到', '十分钟', '人', '修']|['👉', '🥵', '😃', '🤓', '🤫', '\U0001fad8', '😛', '🤕', '😔', '🍚', '😃', '😔', '🪡', '⛔', '💨', '🤫', '😪', '🐷', '🤫', '💨', '🖍', '🪡', '💨', '\U0001fab7', '👾', '⛔', '👹', '\U0001f979', '😚']|['右', '烧', '哈', '呆', '静', '豆', '吐', '伤', '思', '饭', '哈', '思', '针', '禁', '风', '静', '困', '猪', '静', '风', '蜡笔', '针', '风', '莲', '怪', '禁', '食', '忍', '羞']|1
