old_text|text|word|emoji|emoji_mean|lables
比较清静，环境还好，我住的一楼房间比较潮湿有霉味，蚊子较多|比较[MASK]，[MASK]还好，我[MASK]的一楼房间比较潮湿有霉味，蚊子较多|['清静', '环境', '住']|['😗', '🤥', '🐷']|['亲', '谎', '猪']|1
酒店的都很有貌，工作度，奈何酒店的施都很，整而言，境合及研。补充点评2007年8月23日：值得一提的是；有接送，客人需要的都量助，泳池深水，活室了一。|[MASK]的[MASK][MASK][MASK]，[MASK][MASK]，[MASK][MASK]的施都很，整而言，境合及研。补充点评2007年8月23日：值得一提的是；有接送，客人需要的都量助，泳池深水，活室了一。|['酒店', '都', '很', '有貌', '工作', '度', '奈何', '酒店']|['🍺', '\U0001fad8', '🪡', '👉', '\U0001fae0', '🧒', '👵', '🍺']|['酒', '豆', '针', '右', '融', '犊', '奶', '酒']|1
北京机场到酒店打表205元.挂牌4星的酒店，携程说是3星--非常正确！老实说是2星还差不多。1）不是所有房间都有宽带，即使有也请先试一下，我为此在晚上换了3间房间。2）标房内没有免费的瓶装水供应。3）要打电话的请注意了：：：不管对方接听与否，20秒后开始收费！！非常奇特的规定！所以，千万要小心了。4）800免费携程电话在这家酒店是要收费的，小心！5）10800AT&T对方付费电话是要收费的，不是服务费，是按本地电话收费的，反复解释还是没有用的！！！不只是他家的电话是不是中国电信的，中国电信10000#都说是免费的啦，还是解释不通！6）房间及其陈旧，拖鞋比纸还薄，空调不热，还没有暖气设施，害得我半夜起来加被子--难以想象，这是家在伟大首都北京的挂牌4星酒店。|[MASK]到[MASK]打表205元.[MASK]4[MASK]的[MASK]，[MASK][MASK]是3[MASK]--非常[MASK]！[MASK][MASK]是2[MASK]还[MASK]。1）不是所有[MASK][MASK]有[MASK]，即使有也[MASK][MASK][MASK]，我为此在[MASK][MASK]了3[MASK][MASK]。2）[MASK]内没有[MASK]的[MASK][MASK]。3）要打电话的请注意了：：：不管对方接听与否，20秒后开始收费！！非常奇特的规定！所以，千万要小心了。4）800免费携程电话在这家酒店是要收费的，小心！5）10800AT&T对方付费电话是要收费的，不是服务费，是按本地电话收费的，反复解释还是没有用的！！！不只是他家的电话是不是中国电信的，中国电信10000#都说是免费的啦，还是解释不通！6）房间及其陈旧，拖鞋比纸还薄，空调不热，还没有暖气设施，害得我半夜起来加被子--难以想象，这是家在伟大首都北京的挂牌4星酒店。|['北京机场', '酒店', '挂牌', '星', '酒店', '携程', '说', '星', '正确', '老实', '说', '星', '差不多', '房间', '都', '宽带', '请', '先', '试一下', '晚上', '换', '间', '房间', '标房', '免费', '瓶装水', '供应']|['🤚', '🍺', '👾', '🤫', '🍺', '✍', '🥵', '🤫', '🖐', '🧓', '🥵', '🤫', '\U0001fab9', '💨', '\U0001fad8', '😪', '😗', '🤣', '👹', '🥣', '🤥', '😴', '💨', '🤣', '😴', '🤫', '\U0001fae0']|['背', '酒', '怪', '静', '酒', '写', '烧', '静', '掌', '老', '烧', '静', '巢', '风', '豆', '困', '亲', '笑', '食', '碗', '谎', '眠', '风', '笑', '眠', '静', '融']|0
环境很好，闹中取静。送餐服务太贵，超出这个档次的同类酒店。|[MASK][MASK][MASK]，[MASK]。送餐服务太贵，超出这个档次的同类酒店。|['环境', '很', '好', '闹中取静']|['🤥', '🪡', '🥵', '🧠']|['谎', '针', '烧', '脑']|1
1.非常安静，客厅听不到一点杂音，连老妈都说上海还有这样的房间！2.服务人员素质好。我印象中上海服务员总是扑克脸爱理不理的，她们让我改变对上海酒店的看法。房间两室两卫一厅。很适合全家住。3.楼下有小超市，东东挺多的。总之，上海3天很开心。4.唯一的缺点：中饭晚饭不能算入房费中宾馆反馈2008年8月5日：非常感谢您的评价！欢迎您和家人再次光临！|1.非常安静，[MASK][MASK][MASK][MASK]杂音，连[MASK][MASK][MASK][MASK]还有这样的[MASK]！2.[MASK][MASK][MASK]。我[MASK][MASK][MASK][MASK]总是扑克[MASK]爱理不理的，她们让我[MASK]对上海酒店的看法。房间两室两卫一厅。很适合全家住。3.楼下有小超市，东东挺多的。总之，上海3天很开心。4.唯一的缺点：中饭晚饭不能算入房费中宾馆反馈2008年8月5日：非常感谢您的评价！欢迎您和家人再次光临！|['客厅', '听', '不到', '一点', '老妈', '都', '说', '上海', '房间', '服务', '人员素质', '好', '印象', '中', '上海', '服务员', '脸', '改变']|['🉑', '🤫', '⛔', '🐜', '🧓', '\U0001fad8', '🥵', '🤕', '💨', '🧑', '\U0001f979', '🥵', '🦅', '🤩', '🤕', '🧑', '😴', '👾']|['可', '静', '禁', '蚁', '老', '豆', '烧', '伤', '风', '父', '忍', '烧', '鹰', '崇', '伤', '父', '眠', '怪']|1
外观看上去像布达拉宫，里面设施一般，有点老，单纯从房间上看也就是招待所水平；但是所有人员的服务态度都很好，尤其是大堂经理（还是商务部经理？），一个济南的小伙子，态度特别好，服务非常周到，给我们在淄博的游玩出了很多好主意，非常感谢！晚上去了10楼的卡拉OK，就我和男朋友两个人，服务员还是非常周到热情，音响效果也很好，感觉十分超值（每个人才38元消费呢）！|[MASK]看[MASK]去像[MASK]，里面[MASK]一般，有点[MASK]，[MASK]从[MASK]上看也就是[MASK][MASK]；但是所有[MASK]的[MASK][MASK][MASK][MASK]，尤其是大堂[MASK]（还是[MASK]经理？），一个济南的小伙子，态度特别好，服务非常周到，给我们在淄博的游玩出了很多好主意，非常感谢！晚上去了10楼的卡拉OK，就我和男朋友两个人，服务员还是非常周到热情，音响效果也很好，感觉十分超值（每个人才38元消费呢）！|['外观', '布达拉宫', '设施', '老', '单纯', '房间', '上', '招待所', '水平', '人员', '服务态度', '都', '很', '好', '经理', '商务部']|['🧦', '⛔', '👅', '🧓', '🥚', '💨', '🤕', '😉', '👹', '\U0001f979', '🧑', '\U0001fad8', '🪡', '🥵', '🤫', '🤕']|['袜子', '禁', '舌', '老', '蛋', '风', '伤', '眨', '食', '忍', '父', '豆', '针', '烧', '静', '伤']|1
前台的服务很不错，快捷、周到、让人感觉很好。房间环境还可以，就是床垫太差，躺在上面能感觉到弹簧，该换了。|[MASK]的[MASK][MASK][MASK]，[MASK]、[MASK]、让人感觉很好。房间环境还可以，就是床垫太差，躺在上面能感觉到弹簧，该换了。|['前台', '服务', '很', '不错', '快捷', '周到']|['😗', '🧑', '🪡', '⛔', '👾', '🤡']|['亲', '父', '针', '禁', '怪', '丑']|1
千万不要住综合楼,那本来真的是一个宗和楼,在路边,且在景区大门外,跟一个路边酒店没区别.另,之前看点评说那里的温泉少,服务差,还不信,体验的结果是:服务员说,来多少客人开多少池.结果我们一群人在一个池里,好在小朋友不介意,但我介意,这是广东省最差的温泉.唯一的优点:综合楼改成的客房面积很大.|[MASK]不要[MASK][MASK],那本来[MASK]是[MASK][MASK],在[MASK],且在[MASK]大[MASK],跟[MASK][MASK][MASK]没区别.另,之前看[MASK][MASK]那里的[MASK]少,服务差,还不信,体验的结果是:服务员说,来多少客人开多少池.结果我们一群人在一个池里,好在小朋友不介意,但我介意,这是广东省最差的温泉.唯一的优点:综合楼改成的客房面积很大.|['千万', '住', '综合楼', '真的', '一个', '宗和楼', '路边', '景区', '门外', '一个', '路边', '酒店', '点评', '说', '温泉']|['😗', '🐷', '\U0001fae0', '🪡', '🐜', '\U0001fae0', '🦌', '🤫', '🚪', '🐜', '🦌', '🍺', '😴', '🥵', '😘']|['亲', '猪', '融', '针', '蚁', '融', '鹿', '静', '门', '蚁', '鹿', '酒', '眠', '烧', '吻']|0
入住的是260元的迷你标准间。感觉比想象的要好很多，房间如果住一个人很合适的，洗手间很大，很干净。房间里床上用品质量很不错，整洁如新。房间窗户为玻璃幕墙，无法打开换气。这是距离大连火车站最近的酒店。前台服务态度很好，很热情，业务熟练。就是退房的时候，查房比较慢，人多的时候，要多等几分钟。总体感觉还是可以的，交通极为便利。|[MASK]的是260[MASK]的[MASK][MASK]。[MASK]比[MASK]的要[MASK][MASK]，[MASK]如果[MASK][MASK][MASK][MASK][MASK]的，[MASK][MASK]，[MASK]干净。房间里床上用品质量很不错，整洁如新。房间窗户为玻璃幕墙，无法打开换气。这是距离大连火车站最近的酒店。前台服务态度很好，很热情，业务熟练。就是退房的时候，查房比较慢，人多的时候，要多等几分钟。总体感觉还是可以的，交通极为便利。|['入住', '元', '迷你', '标准间', '感觉', '想象', '好', '很多', '房间', '住', '一个', '人', '很', '合适', '洗手间', '很大', '很']|['🪱', '😵\u200d💫', '😝', '🤣', '🧑\u200d⚖️', '🤔', '🥵', '🪡', '💨', '🐷', '🐜', '\U0001f979', '🪡', '🙂', '😁', '🪡', '🪡']|['蠕', '晕', '眯', '笑', '官', '想', '烧', '针', '风', '猪', '蚁', '忍', '针', '呵', '嘻', '针', '针']|1
本人是在春节后2月27号入住的，该酒店很差；说是四星级，可是服务完全没有到位。我共住了五天；三天服务员进房间就是叠被子和补一次性酒店用品；地上都没有清洁过；我第一天掉的小纸屑到第三天连躺的位置都没换过；真可笑！晚上很吵，开门声音很响；实在很差；建议大家都不要去住了。|本人是在[MASK][MASK]2[MASK]27[MASK][MASK]的，该[MASK][MASK]；[MASK]是[MASK]，可是[MASK]完全没有[MASK]。[MASK]了[MASK]；[MASK][MASK]进房间就是叠被子和补一次性酒店用品；地上都没有清洁过；我第一天掉的小纸屑到第三天连躺的位置都没换过；真可笑！晚上很吵，开门声音很响；实在很差；建议大家都不要去住了。|['春节', '后', '月', '号', '入住', '酒店', '很差', '说', '四星级', '服务', '到位', '我共住', '五天', '三天', '服务员']|['💋', '🤡', '🈷', '🥵', '🪱', '🍺', '🪡', '🥵', '😔', '🧑', '🙃', '🤝', '🛖', '🧄', '🧑']|['脣', '丑', '月', '烧', '蠕', '酒', '针', '烧', '思', '父', '倒', '握', '屋', '蒜', '父']|0
男友是老外第一次来上海所以选择住的离外滩近的酒店，25号入住一切OK，宾馆周围环境不怎么样就是离外滩近点总的来说还是可以接受。26号退房时前台小姐说我们用了房间的避孕套要收10块钱，但是我确实没有用，这种东西我们当然会自备，前台说你没用那就是老外拿了，当时退房的人很多我真的不好意思为了这个套的问题和前台争论，男友也说没有拿，我想想算了也就10块钱就没有再说了，但是如果这个酒店对每个客人都这样一间10块那一天可以多挣多少钱？由于行李很多我们把东西寄存在宾馆27号又回来住了，我那天有事就男友一个人住宾馆，第二天我来接男友，男友说昨天晚上有小姐打电话来说要不要按摩他说了不要过了一会一个老女人带了2个年轻的小姐来敲房门说你女朋友今晚不在要不要小姐来帮你按摩只要200块，我很震惊难道宾馆的监控就是起这个作用的嘛？难得宾馆到处都有安排眼线来监视客人的嘛？男友说了不要他们就是不走后来男友说你们再不走我就报警了她们才走的。晚上我和男友出来用餐我们房间旁边是康乐中心，一个瘦瘦的男的正好看到我和男友从房间出来，他居然过来问我，态度语气非常差问你是谁？我说我是他女朋友他还问老外她是你女朋友嘛？关他什么事情他凭什么来问我，男友问WHATHAPPEN?后来男友说算了我们来度假的不要为这种事情影响心情。可我实在太气就打了电话到大堂经理那投诉，要那男的向我道歉，大堂经理姓陆在电话里说了对不起说康乐中心按摩是承包给别人的。难得承包给别人就可以不用管理让他们为所作为了嘛？第二天没有小姐来敲门了但也没有人来当面道歉。总之住在这个酒店是我们整个假期的瑕疵，以后我绝对不会再来这个酒店住了。宾馆反馈2008年1月4日：首先，非常感谢客人入住我们酒店。其次，酒店想对客人提出的主要问题作以下说明：文中所提到的老女人和两个年轻小姐并非我酒店员工，也和我酒店无任何瓜葛。此三位女士确实有拜访过房间，拜访时是以房间客人朋友的身份进入我们酒店大堂的，保安部员工对三位女士也按照正常访客来访规程进行过登记，并且我酒店监控系统有对其进行监控。为了保护来访客人的隐私，酒店在此不予透露其姓名。酒店本着为客人提供最优质、最舒适的服务作为宗旨，也非常愿意接受客人的意见、建议甚至批评，以使我们的服务做到更好。|[MASK]是[MASK]第一次来[MASK]所以[MASK][MASK]的离[MASK][MASK]的[MASK]，25[MASK][MASK]一切OK，[MASK][MASK][MASK]就是离[MASK][MASK]总的来[MASK]还是可以[MASK]。26[MASK][MASK][MASK][MASK][MASK][MASK]我们用了[MASK]的[MASK][MASK]10[MASK]，但是我确实没有用，这种[MASK]我们当然[MASK][MASK]，[MASK][MASK]你没用那就是[MASK]拿了，当时[MASK]的[MASK][MASK]我[MASK][MASK]为了这个[MASK]的问题和[MASK][MASK]，[MASK]也[MASK]没有拿，我[MASK][MASK]也就10[MASK]就没有再[MASK]了，但是如果这个[MASK]对每个[MASK][MASK]这样[MASK]10[MASK]那一天可以多[MASK]多少[MASK]？由于[MASK][MASK]我们把[MASK][MASK]在[MASK]27[MASK]又[MASK][MASK]了，我[MASK][MASK]就[MASK][MASK][MASK][MASK]，第二天[MASK][MASK][MASK]，[MASK]说[MASK]有[MASK]打电话[MASK]要不要按摩他说了不要过了[MASK][MASK][MASK]女人[MASK]了2个[MASK]的[MASK]来[MASK][MASK]说你女朋友今晚不在要不要小姐来帮你按摩只要200块，我很震惊难道宾馆的监控就是起这个作用的嘛？难得宾馆到处都有安排眼线来监视客人的嘛？男友说了不要他们就是不走后来男友说你们再不走我就报警了她们才走的。晚上我和男友出来用餐我们房间旁边是康乐中心，一个瘦瘦的男的正好看到我和男友从房间出来，他居然过来问我，态度语气非常差问你是谁？我说我是他女朋友他还问老外她是你女朋友嘛？关他什么事情他凭什么来问我，男友问WHATHAPPEN?后来男友说算了我们来度假的不要为这种事情影响心情。可我实在太气就打了电话到大堂经理那投诉，要那男的向我道歉，大堂经理姓陆在电话里说了对不起说康乐中心按摩是承包给别人的。难得承包给别人就可以不用管理让他们为所作为了嘛？第二天没有小姐来敲门了但也没有人来当面道歉。总之住在这个酒店是我们整个假期的瑕疵，以后我绝对不会再来这个酒店住了。宾馆反馈2008年1月4日：首先，非常感谢客人入住我们酒店。其次，酒店想对客人提出的主要问题作以下说明：文中所提到的老女人和两个年轻小姐并非我酒店员工，也和我酒店无任何瓜葛。此三位女士确实有拜访过房间，拜访时是以房间客人朋友的身份进入我们酒店大堂的，保安部员工对三位女士也按照正常访客来访规程进行过登记，并且我酒店监控系统有对其进行监控。为了保护来访客人的隐私，酒店在此不予透露其姓名。酒店本着为客人提供最优质、最舒适的服务作为宗旨，也非常愿意接受客人的意见、建议甚至批评，以使我们的服务做到更好。|['男友', '老外', '上海', '选择', '住', '外滩', '近', '酒店', '号', '入住', '宾馆', '周围环境', '不怎么样', '外滩', '近点', '接受', '号', '退房', '时', '前台', '小姐', '说', '房间', '避孕套', '要收', '块钱', '东西', '会', '自备', '前台', '说', '老外', '退房', '人', '很多', '真的', '不好意思', '套', '前台', '争论', '男友', '说', '想想', '算了', '块钱', '酒店', '客人', '都', '一间', '块', '挣', '钱', '行李', '很多', '东西', '寄存', '宾馆', '号', '回来', '住', '那天', '有事', '男友', '一个', '人住', '宾馆', '我来', '接', '男友', '男友', '说', '昨天晚上', '小姐', '来说', '说', '一会', '一个', '老', '带', '年轻', '小姐', '敲', '房门']|['⬇', '🧓', '🤕', '✊', '🐷', '🧦', '🤫', '🍺', '🥵', '🪱', '💩', '🤡', '⛔', '🧦', '🤫', '🪢', '🥵', '🐇', '👹', '😗', '🤣', '🥵', '💨', '🤐', '👺', '👾', '\U0001fae0', '👋', '🔠', '😗', '🥵', '🧓', '🐇', '\U0001f979', '🪡', '🪡', '⛔', '🤨', '😗', '🖐', '⬇', '🥵', '🤔', '✊', '👾', '🍺', '🉑', '\U0001fad8', '🐜', '👾', '🖐', '😗', '🤫', '🪡', '\U0001fae0', '🤪', '💩', '🥵', '👋', '🐷', '\U0001faf3', '👉', '⬇', '🐜', '\U0001f979', '💩', '🤝', '🪢', '⬇', '⬇', '🥵', '👈', '🤣', '🖍', '🥵', '🐜', '🐜', '🧓', '🤓', '😴', '🤣', '🤣', '💨']|['南', '老', '伤', '拳', '猪', '袜子', '静', '酒', '烧', '蠕', '便', '丑', '禁', '袜子', '静', '结', '烧', '兔子', '食', '亲', '笑', '烧', '风', '闭', '妖', '怪', '融', '挥', '字', '亲', '烧', '老', '兔子', '忍', '针', '针', '禁', '挑', '亲', '掌', '南', '烧', '想', '拳', '怪', '酒', '可', '豆', '蚁', '怪', '掌', '亲', '静', '针', '融', '稽', '便', '烧', '挥', '猪', '拿', '右', '南', '蚁', '忍', '便', '握', '结', '南', '南', '烧', '左', '笑', '蜡笔', '烧', '蚁', '蚁', '老', '呆', '眠', '笑', '笑', '风']|0
柜台里经常坐着4个人，不管是入住还是退房，会几个人倒手办手续。十分不解！效率低不说，他们居然会把你的信用卡扔在一边，去干别的事情。无论你表现出愤怒、急切或是无奈，服务生全然无动于衷。前边有点评说，卫生间小。其实非但小，且设计不合理，洗澡水会流到整个卫生间。图片与房间实际情况严重不符。公寓居然只有一个开水壶。很不方便。|[MASK][MASK]经常[MASK]着4个[MASK]，[MASK]管是[MASK]还是[MASK]，[MASK][MASK]人[MASK][MASK][MASK]。十分[MASK]！[MASK]低不[MASK]，他们[MASK]会把你的信用卡扔在一边，去干别的事情。无论你表现出愤怒、急切或是无奈，服务生全然无动于衷。前边有点评说，卫生间小。其实非但小，且设计不合理，洗澡水会流到整个卫生间。图片与房间实际情况严重不符。公寓居然只有一个开水壶。很不方便。|['柜台', '里', '坐', '入住', '退房', '会', '几个', '人', '倒', '手', '办手续', '不解', '效率', '不', '说', '居然']|['👾', '🍐', '👈', '🪱', '🐇', '👋', '🤪', '\U0001f979', '🙃', '🤡', '💩', '⛔', '🤣', '⛔', '🥵', '\U0001faf4']|['怪', '梨', '左', '蠕', '兔子', '挥', '稽', '忍', '倒', '丑', '便', '禁', '笑', '禁', '烧', '举']|0
预定时声明要无烟楼层，网站回复也确认是无烟楼层但没有大床房，就接受了双床房。但是下午五点多到达入住时竟然改成吸烟楼层大床房，明显是把我预定的房间给了别人！一再强调入住的是正处在妊娠反应期孕妇，需要无烟环境，贵宾楼那个脸从头到尾拉得很长的男前台无动于衷，敷衍了事地说了句无烟房间住的都是一个月前入住的老客户了。那携程给我的确认信是凭什么发出来的？更可气的是，下午5点多了，房间还没打扫完！让客人干等了大半小时！中餐厅的服务员们态度还不错，不过点的东西吃下去的不到五分之一，胃口不太好。|[MASK][MASK][MASK]要[MASK]楼层，[MASK][MASK]也确认是[MASK]楼层但没有大床[MASK]，就[MASK]了[MASK][MASK]。但是[MASK][MASK]多[MASK][MASK][MASK][MASK][MASK][MASK]楼层大床[MASK]，明显是把我[MASK]的[MASK]给了别人！[MASK][MASK]的是[MASK][MASK]妊娠反应期孕妇，需要无烟环境，贵宾楼那个脸从头到尾拉得很长的男前台无动于衷，敷衍了事地说了句无烟房间住的都是一个月前入住的老客户了。那携程给我的确认信是凭什么发出来的？更可气的是，下午5点多了，房间还没打扫完！让客人干等了大半小时！中餐厅的服务员们态度还不错，不过点的东西吃下去的不到五分之一，胃口不太好。|['预定', '时', '声明', '无烟', '网站', '回复', '无烟', '房', '接受', '双床', '房', '下午', '五点', '到达', '入住', '时', '竟然', '改成', '吸烟', '房', '预定', '房间', '一再强调', '入住', '正', '处在']|['\U0001fae4', '👹', '🤕', '🛖', '🐺', '👋', '🛖', '💨', '🪢', '🤥', '💨', '🤣', '🛖', '🙃', '🪱', '👹', '🤫', '👾', '😁', '💨', '\U0001fae4', '💨', '🐜', '🪱', '🖐', '🤡']|['郁', '食', '伤', '屋', '狼', '挥', '屋', '风', '结', '谎', '风', '笑', '屋', '倒', '蠕', '食', '静', '怪', '嘻', '风', '郁', '风', '蚁', '蠕', '掌', '丑']|1
在线预订大床房，携程网介绍过于简单，由于18：00后到达，信用卡担保，结果到达在发现是阁楼房，简直.....哎，只希望携程今后能够担负起推荐酒店的审查责任，否则携程会员就无法.......|在线[MASK]大床[MASK]，[MASK][MASK][MASK][MASK]，由于18：00[MASK][MASK]，[MASK]担保，结果到达在发现是阁楼房，简直.....哎，只希望携程今后能够担负起推荐酒店的审查责任，否则携程会员就无法.......|['预订', '房', '携程网', '介绍', '过于', '简单', '后', '到达', '信用卡']|['\U0001fae4', '💨', '✍', '🪢', '🍎', '😴', '🤡', '🙃', '🫀']|['郁', '风', '写', '结', '果', '眠', '丑', '倒', '心']|0
酒店各个方面总体来说在晋城还是算不错。就是房间里上网时不时断网，一会儿又自动联上。房间里的灯光有点昏暗，洗澡间实在有点太小，一个人站在里面都没办法转身，另外，携程的价格不是很有竞争力。|[MASK][MASK][MASK][MASK]在[MASK]还是[MASK][MASK]。就是[MASK][MASK][MASK]时不时断网，一会儿又自动联上。房间里的灯光有点昏暗，洗澡间实在有点太小，一个人站在里面都没办法转身，另外，携程的价格不是很有竞争力。|['酒店', '各个方面', '总体', '来说', '晋城', '算', '不错', '房间', '里', '上网']|['🍺', '🕊', '\U0001fae0', '🖍', '🤫', '✊', '⛔', '💨', '🍐', '🤕']|['酒', '鸽', '融', '蜡笔', '静', '拳', '禁', '风', '梨', '伤']|1
按照预定的时间去住宿，携程却说我的订单取消了，对携程的信誉产生明显的怀疑。不是一个值得信任的网站补充点评2008年1月24日：给携程的800打电话，得到的却是一些冠冕堂皇的敷衍的话。|按照[MASK]的[MASK]去[MASK]，[MASK]却说我的[MASK]取消了，对[MASK]的[MASK]产生明显的怀疑。不是一个值得信任的网站补充点评2008年1月24日：给携程的800打电话，得到的却是一些冠冕堂皇的敷衍的话。|['预定', '时间', '住宿', '携程', '订单', '携程', '信誉']|['\U0001fae4', '👹', '🐷', '✍', '🤫', '✍', '🫀']|['郁', '食', '猪', '写', '静', '写', '心']|0
总体来说，这是一个比较不错的酒店，房间比较新而且也较大，尤其是卫生间与房间的隔断蛮有意思的，有一点稍有缺憾的是浴袍虽然很干净，但也比较旧了（已经出现丝丝缕缕了），建议更换。酒店服务员的整体素质比较高，也很热情。晚上喝了酒不能开车，在酒店门口打车的时候发现出租车大多数都拼车，这一点比较奇怪。|[MASK][MASK]，[MASK][MASK]比较[MASK]的[MASK]，[MASK]比较[MASK]而且也[MASK]，尤其是卫生间与[MASK]的[MASK][MASK]的，有[MASK]稍有缺憾的是浴袍虽然很干净，但也比较旧了（已经出现丝丝缕缕了），建议更换。酒店服务员的整体素质比较高，也很热情。晚上喝了酒不能开车，在酒店门口打车的时候发现出租车大多数都拼车，这一点比较奇怪。|['总体', '来说', '这是', '一个', '不错', '酒店', '房间', '新', '较大', '房间', '隔断', '蛮有意思', '一点']|['\U0001fae0', '🖍', '🪡', '🐜', '⛔', '🍺', '💨', '🫀', '🤣', '💨', '🕊', '😴', '🐜']|['融', '蜡笔', '针', '蚁', '禁', '酒', '风', '心', '笑', '风', '鸽', '眠', '蚁']|1
我把该酒店的一些设施用相机照了下来,作为附件不知怎么发给你。（我现在不记得是住317还是319，起先住的房间没有宽带，在我的要求下才换的）我住进该酒店以后就发现我进错了,这跟那些农民的家庭旅馆没多大差别,一个电视机是那种吊在墙上的，想看电视在床上得长期扬着个头；房间很小，一个小得不能再小的有些象小孩的写字桌，与床的间隔估计顶多只有20cm，只能坐在床上才能在这写字桌上工作，有些地方墙壁已经开始掉漆了，有点象那种年久失修的样子，住进这样的酒店，有一种英雄落难的悲凉；卫生间的味道很重；如果需要，我可以把那个我入住的旅馆（我只能称之为旅馆）的照片发给你们，让你们自己去评说。刘够生2008-4-12|我把该[MASK]的一些[MASK]用[MASK]照了[MASK]来,作为[MASK][MASK]怎么发给你。（我现在[MASK][MASK]是[MASK]317还是319，[MASK][MASK]的[MASK]没有[MASK]，在我的要求下才[MASK]的）我[MASK][MASK][MASK]以后就发现我[MASK]了,这跟那些[MASK]的[MASK]没多大[MASK],[MASK][MASK]是[MASK][MASK]在[MASK]的，想看电视在床上得长期扬着个头；房间很小，一个小得不能再小的有些象小孩的写字桌，与床的间隔估计顶多只有20cm，只能坐在床上才能在这写字桌上工作，有些地方墙壁已经开始掉漆了，有点象那种年久失修的样子，住进这样的酒店，有一种英雄落难的悲凉；卫生间的味道很重；如果需要，我可以把那个我入住的旅馆（我只能称之为旅馆）的照片发给你们，让你们自己去评说。刘够生2008-4-12|['酒店', '设施', '相机', '附件', '不知', '不', '记得', '住', '起先', '住', '房间', '宽带', '下', '换', '住', '进该', '酒店', '进错', '农民', '家庭旅馆', '差别', '一个', '电视机', '那种', '吊', '墙上']|['🍺', '👅', '🤔', '🧑', '⛔', '⛔', '🤪', '🐷', '7️⃣', '🐷', '💨', '😪', '🤣', '🤥', '🐷', '🤫', '🍺', '🤫', '\U0001fae0', '😯', '\U0001fab9', '🐜', '😴', '\U0001faf3', '🤣', '🤔']|['酒', '舌', '想', '父', '禁', '禁', '稽', '猪', '七', '猪', '风', '困', '笑', '谎', '猪', '静', '酒', '静', '融', '缄', '巢', '蚁', '眠', '拿', '笑', '想']|0
前台服务员（特别是一个小伙子热情周到）态度不错，只是酒店装修中，有涂料气味不习惯。门童服务也不错。上次来时反映下面歌厅太吵，经说明后提供的房间不错，挺安静！|[MASK][MASK]（特别是[MASK][MASK]热情周到）态度[MASK]，只是[MASK][MASK]中，有[MASK]气味不习惯。门童服务也不错。上次来时反映下面歌厅太吵，经说明后提供的房间不错，挺安静！|['前台', '服务员', '一个', '小伙子', '不错', '酒店', '装修', '中有', '涂料']|['😗', '🧑', '🐜', '🤣', '⛔', '🍺', '🤥', '🤩', '😛']|['亲', '父', '蚁', '笑', '禁', '酒', '谎', '崇', '吐']|1
今天刚从蝴蝶谷酒店回来,环境很好,很宁静舒服,是过两人世界的好地方!补充点评2008年2月24日：酒店的装修别具风格,其欠缺的就是客房的隔音不太理想.|今天[MASK]从[MASK][MASK][MASK],[MASK][MASK][MASK],[MASK]宁静舒服,是过两人世界的好地方!补充点评2008年2月24日：酒店的装修别具风格,其欠缺的就是客房的隔音不太理想.|['刚', '蝴蝶谷', '酒店', '回来', '环境', '很', '好', '很']|['🧑\u200d🔧', '😮\u200d💨', '🍺', '👋', '🤥', '🪡', '🥵', '🪡']|['工', '呼', '酒', '挥', '谎', '针', '烧', '针']|1
