text	label
"The Polar Express. Director Robert Zemeckis, I love Back to the Future, Forrest Gump, Contact, and Who Framed Roger Rabbit (NO QUESTION MARK AFTER THAT MOVIE TITLE!!). And Tom Hanks, one of my favorite actors. The reviews of this movie were almost unanimous saying that this is an instant holiday classic. Ebert & Roeper give it two ENTHUSIASTIC thumbs up! Even Ebert's written review gave it a full four stars! Wow... OK... this I gotta see! But wait... the motion capture used looks really weird. Hmm... maybe I'm NOT so interested in seeing this anymore.<br /><br />""Well, you comin?"" says the train conductor to the boy in The Polar Express. The boy is reluctant at first, and the train begins on its course without him. The boy soon changes his mind and jumps aboard just in the nick of time. <br /><br />Now, most of you have probably decided to not jump aboard this train and wait for the TV Train or Rental Express (hee hee, I'm so witty and clever). I, on the other hand was like the boy who was skeptical at first, but jumped on to see what the fuss was all about. <br /><br />I just wasted $10 and two hours of my life. <br /><br />I can't even begin to explain the pain in my stomach. The Polar Express was so painful to sit through it's not even funny. There's no story. There's no pay off. You sit there through these series of events and you wonder ""is there any point to all this?"" It'd be one thing if the scenes were entertaining... but they're not.<br /><br />This movie is void of any emotion, any soul, any ounce of plausibility, and most of all: any fun. This movie is NOT FUN. <br /><br />And let's talk about the way these characters look for a second. Saying that it's the same technology (motion, I'm sorry, ""PERFORMANCE"" capture) used to make Gollum is a real shame because Gollum was Believable!!! Photo-realism just does not translate well in this medium. You're using animation, why not design the characters to be more expressive? Or why not just film it all with real actors? They certainly COULD have. We as people know all too well how we walk, talk, interact with things. Seeing it on the screen done unconvincingly is not impressive. Caricatures done convincingly is all the more believable, as The Incredibles has proved. The result of The Polar Express now is as if they took corpses of dead children and turned them into puppets. They're moving and talking, but where's the heart? Where's the soul? That's what we're seeing on the screen. UGH UGH UGH UGH UGH! This movie is so horrible! <br /><br />There's a scene early in the movie where the boy takes a girl's train ticket from her seat because she got up and left it. He wants to give it to her but you sit there going ""why??!"" Just leave it.. she's coming back! He of course loses the ticket and ""adventure"" ensues. And then there's a boy who's stuck in the back of the train all the time, and they bring him hot chocolate, but he can't come up and join the rest of the kids? And then there's this annoying ""know it all"" kid with the voice of a 35 year old. It's all so very disturbing. <br /><br />Oh and there's songs! One girl goes into the back of the train where the lonely kid is. He's singing a song to himself. And then she interrupts and joins in! They end the song as they're holding hands, looking into each others eyes as if they were lovers. Very awkward. I won't even go into details about the song about serving hot chocolate while waiters dance around the train. ""keep it hot keep it hot!"" The one scene where Tom Hanks slides on his knees with his arms stretched up in the air has to be one of the most memorably BAD scenes in the history of bad scenes. <br /><br />I have to stop now or I'll just kill myself. I need to watch something crappy to cleanse the palette. Yes... crappy is better than The Polar Express. <br /><br />""The one thing about trains, it doesn't matter where you're going, what matters is deciding to get on.""<br /><br />Don't get on this one. For the love of God, I have decided for you! This is just another film taken from a children's book stretched incredibly thin into movie form. It happened with the Grinch and The Cat in the Hat and those were horrible also. But who can blame them? I bet if I took the book, The Berenstein Bears' Too Much Junk Food, and turned that into a feature film, it'd probably be pretty dull also. But at least... there'd be a story and a point, which is what The Polar Express is so lacking of."	0
"Basically, the movie might be one of the most mesmerizing titles made by either of the two Scotts(Ridley and Tony). Let's make it straight, the movie deserved its hype as one of the most stylish actioner/thriller ever made.<br /><br />When it comes to disgruntled tragic heroes, Denzel Washington and Tony Scotts really make a perfect duo. Both this movie and Deja Vu are better thrillers you can expect. Washington really got very comfortable in the shaky cameras and every executing scenes in the movie. One would easily be related to his character's emotions therefore enjoyed all the killings on the road. It's a success that they created a super-dark Mexico city with a lot of shits happening. One would be easily convinced by the extent of corruption depicted in Man On Fire. I don't know what would the Mexicans think when they watch this......<br /><br />Well, let's face it again. It's among the best of the Death Wish genre, but it also suffered from extensive amount of violence. It's a bit annoying that they justify the actions of a vigilante by making the movie very realistic and let Denzel Washington play the ""missing sheep"" type of tragic hero. In the end, they even had the kidnapper shot in his own swimming pool like a documentary. I was checking on IMDb if the movie was based on real events for that...... So that's for your consideration if you also finds the movie's theme is a little bit phony.<br /><br />At the end, I hope one would not take this movie for real.<br /><br />8/10 for art direction/editing/cinematographic/Denzel Washington."	1
All the world said that the film Tashan would be a good movie with great pleasure, but this is not the case. Vijay Krishna Acharya made a serious mistake to take as an actress Kareena Kapoor. She was unbearable throughout the film. Her tom-boy look does not really goes well. Even the film the story of the film is not making sense at all. Everyone said that the Quetin Taratino of India is Vijay but its not at all Quetin. The talent Anil Kapoor was involved in this stupid movie. Anil is an actor of large caliber and this film is not. Akshay Kumar has also been a victim of this film as all is Saif. The Style and the Phoormola is not really good in this film i was disappointed	0
** Warning - this post may contain spoilers **<br /><br />I only got a Gamecube in September 2005, and the first two games I bought were James Bond games, the decent Agent Under Fire and the dull Goldeneye Rogue Agent. The next game I planned to get was Everything or Nothing, because my friend told me that it was better than the two games I already had. I have to say, he was right. <br /><br />I bought this for a tenner in HMV, and when I got home, I slammed it in to my Cube and played it for hours on end. It was much better than my other two games, and there was a much better and more interesting storyline. Graphics were some of the best I have seen (but now that the XBOX 360 has come out, Farcry Instincts Predator has some of the best graphics known to man). The storyline was clever; mad man (Willem Dafoe, named as Nikolai Diavolo) and beautiful henchwoman (Heidi Klum, named as Katya Nadanova), try to destroy the world with tiny nanobots, which at the start of the game, you, James Bond, have to destroy on a train. The bad thing is that one of them is hidden in Katya's boobs. You then have to thwart their plans and save the world.<br /><br />The great thing about this game is that it actually has actors voicing the characters, such as Cleese voicing Q. There are 27 levels, some of them short and some of them pretty long and tricky.<br /><br />Gameplay - 10/10 Graphics - 9/10 Sound - 9/10 Replay value - 7/10 Multiplayer - 8/10<br /><br />I give this game a grand total of 90%	1
My wife is a teacher and she is very familiar with the story, having read it to several of her classes. It never sounded all that interesting to me, though, and I bought the DVD figuring this would be a movie that wouldn't really be up my alley.<br /><br />The first half of the movie has a lot of set-up and I found myself thinking that I was right. It starts off a bit slow and I have to admit that I was a little bit bored - but curious enough to stay with it. Boy, am I glad I did because this ended up being a very satisfying and rewarding movie. I would most certainly watch this again!<br /><br />The casting was very good. Since I haven't read the book, I can't vouch for accuracy, but I have to say that Jon Voight was truly delightful. You liked the characters you were supposed to like, hated the ones you were supposed to hate, and laughed at the ones that were supposed to be funny.<br /><br />I can see how some folks might not like this movie. It is tedious at times, especially in the beginning. All the flashbacks can be distracting (though they are essential to the story). Once the story starts to come together at the end, though, I think you're paid back in spades for your patience. When all is said and done, I think this is a very good movie - 8/10.<br /><br />	1
I remember when skateboarding had it's rebirth in the 70s. I begged my parents for money to by a second-hand skateboard from a friend. It was a piece of junk, complete with clay wheels and everything. I also remember reading Skateboarder Magazine and being both completely impressed and totally terrified of the Dogtown crew. Skating never became a way of life for me, but in some ways it has always been a part of my life, whether it is using a board for transportation or just having a bunch of friends that skate.<br /><br />This film is a brilliant documentary of the real birth of modern day skating. Watching this crew turn skating from the flat boring hobby it was into the vertical lifestyle it has become had me sitting slack-jawed for 90 minutes. <br /><br />It's amazing that enough footage from this period still exists to have created this film, and thank god for that. The footage is brilliant. It gave me the feeling of watching an old Buster Keaton film: I've seen some of the tricks Keaton did repeated countless times in other films since then, but when you go back and see the first person to perform that trick it's amazing that, not only were they the first person to try it successfully, but that they lived through it and made it seem effortless. That's the feeling this film gave me. Yeah, I've seen people skate pools before, but to watch the FIRST people skating pools and inventing the tricks that eventually became the basics of modern skating is like watching the facade of the house fall on Keaton, leaving him standing safely in the frame of a window. It's absolutely brilliant to watch something that, up until that point, had never been tried before, but since, has been tried by almost everyone.<br /><br />This film is beautiful to watch and incredible to listen to. The soundtrack is one of the best I've ever heard in a film. This is a film that will appeal to people whether they like skating or not. I've talked to a couple of friends of mine who made their girlfriends sit through this film after heavy protest, and they all said that their girlfriends were mesmerized by the end of the film and loved it as much as they did. <br /><br />As for the previous comments on this board that complain about the film being too self congratulatory, I think that's an unfair disparagement. I liked seeing these guys get excited about their past. They created something that influenced their sport and changed it forever. They have the right to pat themselves on the back. They were stars for doing what they loved to do. Most of these guys/girls never achieved the staggering success Tony Hawk enjoys today, but that kind of success wasn't available to skaters then. Sure, they had some success, but more importantly, they have been able to live a life doing what they love to do, and, as we see in the end, almost all of them still surf, skate or work in the surf/skate industry. How many of us can say that we have been able to live our lives and have been successful by breaking all the rules and doing what we love to do? They can. My hat's off to the Dogtown and Z-Boys for being themselves and changing the world of skateboarding forever.	1
"""Nazarin"" directed by Luis Bunuel presents an extraordinary view of religion in Mexico. As written by the director and Julio Alejandro, his notable collaborator, this was a film that put Mexican cinema in the international map after receiving the Grand Prix in Cannes that year. It's a disturbing film because Mr. Bunuel delves deep into what's wrong with the church.<br /><br />Nazarin, by all reckoning, is a saint. This young priest is seen living a life of poverty in a seedy pension of a city. He doesn't have enough for himself, but he doesn't mind parting with a coin when a beggar appears by his window asking for help. At the same time, he takes into his small room a prostitute that has been hurt in a fight with another woman. Andara, the woman repays his kindness by burning the room and the whole building! Nazarin is seen taking to the countryside begging for food. Andara and Beatriz, two prostitutes from his old town follow him. Nazarin's life parallels that of Jesus. In fact, this saintly figure makes a case for humility.<br /><br />Of course,Mr. Bunuel had no religion in mind when he and Mr. Alejandro took it upon themselves to create this film. It's ironic how Spain welcomed him after this film was released because they saw it as showing Christian qualities, when in reality, this is an acerbic satire on the catholic church and its ministers.<br /><br />Francisco Rabal, the Spanish actor, makes a wonderful Nazarin. This was one of his best roles. Mr. Rabal worked extensively in his native country, but also in Mexico and Argentina. Rita Macedo, as Andara, is also excellent. Marga Lopez also makes a valuable contribution with her portrayal of Beatriz.<br /><br />A great film by one of the cinema's master film makers: Luis Bunuel."	1
If anyone at National Lampoon is reading this PLEASE STOP THE CRAP YOUR PULLING OUT OF YOUR BUM, really now! Why the hell are you doing movies like these? They're not funny and watching it for the sexual content is a complete waste of time, really. It is such a horrible movie you may want to shoot yourself while your watching it. I am serious here, guys, it makes Harol and Kumar go to blah blah blah look like an actual good movie (and we all know that H&K is one of the worst movies ever made) It really sucks, it REALLY does. How bad it is? Well, even losers that actually like National Lampoon shall hate this movie...they'll want to murder the director, I swear to God. I hate you, National Lampoon, die already. Die.	0
This film revival right march in a bad film industry and Saudi Arabia, I want to know how the director was able to stand in front of people of the industry after he making this film, work was so very bad, we do not know how cinema Saudi companies such as Rutana and other does not support yang Filmmakers in KSA like UAE We hope in the future to prosper film industry in Saudi Arabia But without such intervention Fools traders and idiots make us bad movies do not benefit the reputation of cinema in Saudi Arabia is like the Roman and Iranian cinema At the same time, please makers simple experimental cinema in Saudi Arabia such as Abdullah alayaf And others to achieve the dream of a good film industry to participate in festivals world away from the major companies interventions stupid	0
This movie is by far one of the worst B-movies I have ever seen. There are no plot twists at all. Though the acting is decent, the storyline is terrible. There are also many mistakes in the movie, and it was bothersome to watch. For any of you who like horror movies, slasher movies, or even B-movies, I don't recommend this to anyone at all. Most of the movie is focused on pointless killing, in ways that aren't even worth discussing. This movie could very well be compared to a crappy remake of Jeepers Creepers, which, too, wasn't that great of a movie. For anyone who wishes to spend a day at home, watching poorly made movies, this one takes the cake.	0
Erotic cinema of the 1970's was tame compared to the triple X romps of today, which is good. Because there is a good story around the naked rituals and sex scenes. Of course, I wish that they had some vampire effects which they had at the time period and the sex did get in the way of the story a little. Plus some of the accents were hard to understand at time periods, but it's worth watching the unedited version then the edited up version which is titled THE DEVIL'S PLAYTHING. But if you don't care for allot of naked women dancing and having sex, then this isn't the movie for you. However, I did enjoy it and I give it...7 STARS.	1
"I see that the majority of the comments so far have been if not overly positive, then at least positive. I can not understand that. The only explanation I can find is that the people who commented had something to do with the film, because this is one of the worst movies I've ever seen. It makes ""Boggy Creek II"" and ""Mutant"" look like masterpieces of horror. The acting is shaky at best, and awful for the most part. The entire movie is almost pitch black, probably so they could shoot it all in the same location. The monster looks like something from one of Roger Corman's worst films. And the plot...well, the less said about it the better.<br /><br />One to avoid at all costs."	0
"I remember watching this movie several times as a very young kid, and there were parts of it (many in fact) that I did not understand. I think I have seen it once as an adult, and I then understood those parts. The only problem with viewing it as an adult was that it was not entertaining to me at all. So what kind of movie is this? Is it a ""kids movie""? Not hardly. It contains language and subject matter not suitable for kids. Is it a hyperbole of what every parent feels like they are going through with their own children? Maybe, but then why wouldn't it focus more on John Ritter's character instead of Junior? When a film has a 7-year-old as its main character, in order to do well with it's audience, it should be a movie for the seven and under crowd, otherwise people older than that will have no way to relate (even 8-year-olds wouldn't want to see a movie about a kid who is whole year younger than them). I'm pretty sure this film did not do well in the box office, and the reason has to be because it was unable to find a niche in the market."	0
Despite the high ratings given to this film by IMDB users, this is nothing more than your typical girl-with-a-bad-childhood-obsessively-stalks-married-man film. The attractive Justine Priestly's brief nude scenes may attract voyeurs, but the film is hackneyed tripe.<br /><br />* 1/2 out of ****	0
"Badland is one of the worst movies I ever seen. Most of the time this is fine and I can go on with my life, but I feel the need to warn others in this case. As a veteran of the Iraq war I feel it necessary to say that the story, plot, acting and depiction of what soldiers go through upon returning home was pure garbage. It was as if the director/writer/whoever latched on to whatever cliché about returning soldiers and ran with it and ran with it and ran with it..Not to mention I would imagine there was absolutely no research put into this film. The ""Marine"" uniform looked like it was fresh off a surplus store shelf and was a pattern not used since the first Iraq war. I won't go on forever, this is a horrible movie. If you are interested in the stories of returning soldiers there are much better alternatives. I recommend going to your local library."	0
The movie within the movie - a concept done many times in the history of cinema. It is accomplished here as well as in any.<br /><br />If you love Carmen, you'll love this version.<br /><br />If you love flamenco, you'll love this version.<br /><br />The plot of the classic opera is played out in the actual rehearsal of the opera by a flamenco troupe. The music is authentic. The direction wonderful.<br /><br />If you like dancing, you'll love this version.<br /><br />There is tragedy. There is passion. There is intrigue.<br /><br />There is...<br /><br />Carmen.	1
Generally, it's difficult to rate these cut-&-paste films. Some of the segments can be quite good while others bring down the rating of the overall product. In this one, for instance, the all-girl scene in the Doctor's office was quite exciting...one of the best in this viewer's (limited) viewing history. Then there's Asia's segment... the lady is always entertaining. And the story that binds the whole together was an interesting concept. The swap scene that closes out the offering ain't bad either. Technically, the production values are fairly high. Recommended.	1
"Another of the endless amount of cookie-cutter 'Kickboxers Fight to the Death for the Amusement of Wealthy Scumbags' films that there were so many of in the 90s... Y'know, the ones created by taking the words 'Death', 'Blood' and 'Steel' and the words 'Ring', 'Fight', 'Match' and 'Cage' and putting them in a random generator! Saying that though, Death Match is a pretty good entry in the over-used genre, thanks to its exciting fight scenes and the surprisingly good acting of its kickboxer cast.<br /><br />The story concerns two buddies - ex-Kickboxing World Champion John Larson (played by pug-faced Middleweight Kickboxing Champ Ian Jacklin, probably previously best known for his awful performance as the main villain in Ring of Fire 2) and Nick Wallace (Nick Hill, a likable guy probably best known for the role of street-fighter Sergio in Bloodsport 2) who work the L.A. docks loading crates onto ships. One discovery of a boxful of guns and a brief fight later, our two heroes are jobless and propping up an L.A. bar. Sensible John Larson decides to head North and look for a job; headstrong Nick Wallace has heard of a guy paying good money for fighters to fight in private kickboxing matches. ""Why should things change?"" says John, "" If you need me, i'll be there."" Predictably enough, it isn't long before Nick has gone missing and his good friend is fighting in the deadly 'ring of death' trying to find a lead to his missing buddy.<br /><br />Sure enough, there are no prizes for originality here, but like i said before, this films strength lies in its action, its cast of real-life fighters and the fairly good performances it manages to wring from them. Ian Jacklin in particular surprised me. Previously i'd just seen him as the bad guy in Ring of Fire 2 and in bit-parts in tripe like The Steel Ring, and i've always been quite amused at how bad an actor he is (good fighter though!). But in Death Match, he's pretty good! Given a decent script and a haircut, he proves himself to be quite the charismatic leading man! And his friendship with Nick is very well portrayed. Jacklin and Hill have a nice chemistry and you really believe these two characters care for each other. Enough for one of them to lose a job, travel halfway across the country and risk death to save the other - I wish i had a friend like that! <br /><br />It was also nice to see Matthias Hues as a villainous henchman with a little more depth than we're used to seeing from his many 'villainous henchman' roles. However don't be fooled into thinking he's the star just because he's on the video cover (with, it seems, his head stuck on the body of Michael Bernardo from the cover of Shootfighter) - he is good while he's on screen, but he isn't on much..<br /><br />On the negative side, the film is pretty slow when there's no fighting going on, with lots of unnecessary scenes (whats with gangster Jimmie Fiorello's pointless story about his grandfather??), and the end fight is disappointingly short, but on the whole i enjoyed it! Plenty of fights, most of them good. Isn't that all we martial arts really need? And of course eye-candy, here in the lovely form of the very pretty Renee Ammann. All in all, a pretty entertaining kickboxing movie."	1
"I have seen ""Chasing the Dragon"" several times and have enjoyed it each time. The acting was superb. This movie really makes you realize how one bad choice at a weak moment can change your life."	1
Yesterday I saw the movie Flyboys and my girlfriend told me it was the worst movie she's ever seen... Since I thought it was pretty awful as well it got me thinking - which film was the worst film I had ever seen and this was the only film that came to mind.<br /><br />Unfortunately it was a couple of years since I've seen it but I remember the horribly miscast Dean Cain as cocky military man (pretty boy Cain doesn't do cocky very well). The strange deal with the CGI-helicopter when it would probably be cheaper to rent a chopper than to hire some CGI-guys to make it, but my guess is that they found the chopper as a free sample for some CGI program or the producer's son liked to play with his new computer. And how did it look?? Awful. And when the dragon charges through the corridors of the complex then reuse the same shots over and over - looks VERY cheap.<br /><br />Avoid this movie - it is truly awful...	0
"Black comedy isn't always an easy sell. Every now and then you get a black comedy that is hugely successful, like Fargo, for example. But usually they don't often find big audiences. People seem to either set their minds for comedy, or for serious mayhem. There doesn't seem to be a big market for a good mixture of both. Throw Momma From the Train was a fairly decent hit, yet few people seem to remember much about it in this day and age. Danny DeVito just about hit this one all the way out of the park back in 1987.<br /><br />DeVito plays an odd mamma's boy named Owen looking to rid himself of his outrageously overbearing and unpleasant mother whom he still lives with. The mother is played by Anne Ramsey, who passed away shortly after this was released, and she is quite a caricature. She is loud, ugly, rude, and overbearing. Though Owen hardly seems like he could take care of himself, he wants desperately to have his mother offed. He fantasizes about it in some truly weird scenes, but he clearly doesn't have the guts to actually do it himself. That's where Billy Crystal comes in. Crystal plays Larry Donner, Owen's creative writing teacher at a nearby community college. Larry is a paranoid would-be intellectual novelist who claims his ex-wife stole his novel and made millions off it. He is currently trying to write a new one, but cannot even come up with a decent first sentence. ""The night was...."" Owen hears Larry wish his ex-wife were dead during an outburst at the school cafeteria. And borrowing the idea from Strangers on a Train, Owen decides to travel to Hawai'i and murder Larry's ex-wife. Once it appears he has done so, he expects Larry to return the favor and kill his mother. The resulting action is often quite funny, and even poignant. It's certainly never dull and often full of surprises.<br /><br />The acting is exceptional, even if Ramsey was a bit over the top. Crystal is as good as he can be, and DeVito has always been undervalued as a performer. The film relies on quite a bit of physical comedy which usually works, often painfully so. The film makes use of some truly innovative editing techniques in some scenes, and the off-beat tone is truly refreshing. I have often been critical of the late 1980s as being a time of artistic malaise and down right lazy film-making. Throw Momma From the Train takes chances. Both in how its characters are drawn as well as its general plot. How many comedies revolve around a son having his mother murdered? The film isn't too long, and it is chock full of laughs. Writers are apt to find it more interesting than the general public, but it can still be enjoyed by just about anyone. 9 of 10 stars.<br /><br />The Hound."	1
This quasi J-horror film followed a young woman as she returns to her childhood village on the island of Shikoku to sell the family house and meet up with old friends. She finds that one, the daughter of the village priestess, drowned several years earlier. She and Fumiko (another childhood friend) then learn that Sayori's mother is trying to bring her back to life with black magic. Already the bonds between the dead and living are getting weak and the friends and villagers are seeing ghosts. Nothing was exceptional or even very good about this movie. Unlike stellar J-horror films, the suspense doesn't really build, the result doesn't seem overly threatening and the ending borders on the absurd.<br /><br />This movie is like plain white rice cooked a little too long so that it is bordering on mushy. Sometimes you get this at poor Asian restaurants or cook your own white rice a little too long. You end up eating it, because you need it with the meal, because what is Chinese or Japanese food without rice, but it almost ruins the meal because of the gluey, gooey tastelessness of it all. 3/10 http://blog.myspace.com/locoformovies	0
"Luther the Geek (1990) is a dull horror movie and is really bad even by Troma's standards!! It's about a freak who bites the heads off chickens, and kills people by biting their necks out, and he actually thinks he's a chicken himself!!!!! Luther gets released from prison after 25 yrs because apparentely he's been a ""model"" prisoner and deserves another chance in life (which is VERY hard to believe after you see how he acts and treats people throughout the movie).<br /><br />After killing an elderly lady in a supermarket car park, he manages to sneak into a womans car, and proceeds to torture her, her daughter and the daughters boyfriend at their family home in the country.<br /><br />Then we get treated to a long winded and boring movie, with awful acting all the way through, before a useless cop turns up to try and kill Luther once and for all!! Oh and the film has a ridiculous and laughable ending too!!! I love low budget horror movies and i think ""The Toxic Avenger"" is an all time classic, but i'm afraid Luther the Geek is just boring, illogical and dull, not much in the way of gore too, just afew bloody neck bitings and thats about it! 3/10"	0
This was yet another big screen outing for a US TV show from the sixties It is amusing enough but was very much to formula. Intelligent Martian lands on Earth and meets the not too bright humans, in his view.<br /><br />The usual wackiness ensues with the human, Bridges, eventually bonds with him and helps him to get home. Along the way he also gets the girl, Hannah.<br /><br />This is a nice outing for some pleasant Hollywood stars who I had not seen for a while.<br /><br />Pleasant enough to pass some spare time if you have not got anything better to view.	0
I have seen most of the Tarzan episodes. Certainly the rated X with O'Keeffe & Bo Derek, which is totally deplorable.<br /><br />I have seen this version several times since it was originally shown.<br /><br />All the cast had memorable parts, great acting the Ape sequences.<br /><br />Last night I viewed same on Spanish station and other than some French dialog all in Spanish.<br /><br />As far as Hudson not wanting Andie's voice he did nothing until the very end. He viewed the dailies and could have hired a dialog coach.<br /><br />It seems silly that a story about apes and a man raised by them all speaking gibberish that Hudson attacked Andie.The story line in the movie was that she was an American cousin. The last time I checked Carolina was in the USA.<br /><br />She was beautiful in movie and her eyes, and gorgeous hair, alabaster skin mystified all us males. She did not have to resort to Bo's level.<br /><br />She has remained a LADY throughout the rest of her career and should look at this movie (half her life ago),as a starting point. Her performance, sincerity, made this movie enjoyable, believable that a half wild man could ascertain her inner beauty.<br /><br />Great sending point for Sir Richardson, he did steal the movie.	1
The sound in this movie is a nightmare. That is the best I can say for this movie. Any chance of a good story is lost once this films starts. The premise of the film sounds good. A playboy who comes to terms with the people around him. The plot is predictable and very dull. The wet T-Shirt contest may be the worst scene I've ever watched and is almost worth watching in a Mystery Science type of deal. The sound is at times hard to hear and the main actor seems to not know how to speak clearly. His accent makes him very hard to understand. The only bright sport is the acting of Penelope Ann Miller. Her role is underdeveloped but she plays it well. In short, do not waste your time.	0
"I happened to see this movie twice or more and found it well made! WWII had freshly ended and the so-called ""Cold War"" was about to begin. This movie could, therefore, be defined as one of the best ""propaganda"", patriotic movies preparing Americans and, secondly, people from the still to be formed ""Western NATO block"" of countries to face the next coming menace. The movie celebrates the might of the US, through the centuries, while projecting itself onwards to the then present war, which had just ended. Nice and funny is the way of describing the discovering of the American Continent by Columbus and pretty the ""espisode"" of New Amsterdam and the purchasing of Manhattan from a drunk local Indian .. Must see it (at least once, for curiosity of fashion of propaganda through time)! :)"	1
"This movie starts by showing you a map and then explaining radar and it is quite awhile before you ever see the deadly mantis. Probably a better movie in the 50's this dated piece is a bit to slow moving and the pay off in the end isn't very good. Though it has its moments like when the guy from Perry Mason argues with an old man and when he says ""I have narrowed the possibilities to one"" excuse me, but when you narrow something down you have a couple or more possibilities not one...if you get it down to one you haven't narrowed it down, but you have in fact figured out what it is. The monster is standard 50's sci-fi fair, better than say the grasshoppers in the Beginning of the End. Acting is sub-par and the heroine is the most unattractive...in fact in some shots she does look like a guy in drag. You see plenty of fighter plane stock footage and other things, but you won't see much at all of the deadly mantis."	0
This is without a doubt one of the worst movies EVER, I emphasize, EVER made. What´s worse, my old hero Dolph is in it and he´s starring it. Jesus... The story is actually quite good but the way it´s carried out made even my body hurt. The fighting scenes for starters are about as well choreographed as a fight between two drunks slugging it out in the gutter. The actors, except for Dolph who kinda sucks also, perform so badly you can´t help but wonder if their reason for being there is that they´re all friends of the director, who by the way must have been absent most, if not all, of the time. This is §12 million spent in an unimaginable way, because by the look of the effects and scenery, the cost can´t be a cent above §1000.	0
"Michael Callan plays a smarmy photographer who seems, nonetheless, to be regarded as a perfect ""catch"" by any woman that runs across him; could this have anything to do with the fact that he also co-produced the film? He's a ""hero"" whom it's very difficult to empathize with, so the movie is in trouble right from the start. However, it's troubles don't end there. It has the production values of a TV-movie (check out that head made of clay or something, near the end), and the ending cheats in a way that I can't reveal, in case anyone wants to see the movie (highly unlikely). Let's just say that the killer knows more than we were let to know he knows. (*1/2)"	0
"""Father is still away on business"" was headline of an review after ""Promise Me This"" premiere in Cannes. I do understand why many thinks the same but unique expression of Kusturica is still present in his new movie and is something why critics can't touch him. I had two hours of pure energy without rest. Even when Kusturica is suffering of lack of concentration or fear of empty space he is still unique and unspoiled. Surprisingly good performance of Stribor Kusturica. Much More close-ups and less landscapes then in ""Life Is A Miracle"". Marija Petronijevic has femme fatal world class potential, please don't spoil it. Surely, I recommend to everyone to see this film."	1
The plot is about the death of little children. Hopper is the one who has to investigate the killings. During the movie it appears that he has some troubles with his daughter. In the end the serial killer get caught. That's it. But before you find out who dunnit, you have to see some terrible acting by all of the actors. It is unbelievable how bad these actors are, including Hopper. I could go on like this but that to much of a waste of my time. Just don't watch the movie. I've warned you.	0
If I had never seen an episode of the original Avengers, with Blackman, Rigg, or Thorson, I would have appreciated this series more. While the cast did its best to sustain the action and interest of the scripts, I was just caught up in comparing the episodes to the original series. There was an expectation of Steed participating more in fight scenes, and the continuity seemed as though the writers were struggling to keep up with the actors. To be honest, I can't blame them for trying to resurrect the fans from the original series, but it just didn't work, as evidenced by the fact that it lasted one season. Watching Steed labor through this series reminded me of Gen. Macarthur when he said, 'Old soldiers never die, they just fade away!'	0
I was very moved by the story and because I am going through something similar with my own parents, I really connected. It is so easy to forget that someone whose body is failing was once vibrant and passionate. And then there's the mistakes they made and have to live with. I loved Ellen Burstyn's performance and who is Christine Horne? She's fantastic! A real find. There is probably the most erotic scene I've ever seen in a film, yet nothing was shown - it was just so beautifully done. Overall the look and feel of the film was stunning, a real emotional journey. Cole Hauser is very very good in this picture, he humanizes a man spiraling downwards. I liked the way the filmmaker approached this woman's life, never sentimental, never too much - just enough to hook us in, but not enough to bog down.	1
"I've been waiting since last October to see this film! (it was supposed to come out October '98) and now I've finally seen it I am not disappointed. Bloody marvellous! OK it was a tad slow in the beginning, but once it got going it's a very exciting nail-biting tense Robert Carlyle is so different from either Gaz in 'The Full Monty' and Begbie in 'Trainspotting' ) that it's hard to recognise him! And Johnny Lee Miller, no longer with his Sick Boy from 'Trainspotting' blond hair, plays his dashing gentlemen highway man with the right about of humour and sensitivity that it is easy to see why Liv Tylers Rebecca falls for him. A great film. As Hades in Disney's 'Hercules' would say: ""Two thumbs way way up!!"""	1
"A strange mix of traditional-80s, smartassy, Chevy Chase-type, ""every-ten-lines-you-get-a-funny-one"" farce and sickie black comedy. Mildly amusing in spots, but utterly tasteless. There is a skiing sequence that includes the fakest-looking back-projections since ""On Her Majesty's Secret Service"". (**)"	0
A highly original film using a myriad of genres and film techniques to stunning and powerful effect. All people involved gave only their very best and it shows on screen. A committed film with a committed cast and crew. Simply Brilliant. Just go and see it NOW!	1
I must say that this has to be the best documentary I have ever seen in my life. I first say the movie at my friends house, and didn't get a chance to finish watching it. From that point on, I spent my free time trying to find the movie. I never found it, but on my birthday, my friend who knew I had the hardest time finding the movie,got it for me as present. Sean Penn does a great job of narrating the documentary. I loved how it told the story of each of the Z-Boys and the history of Dogtown. I have been to Venice and the surrounding area many times, and had never known what had taken place, until I saw the documentary. I didn't get a chance to see the actual movie, and I heard it was nowhere near what the documentary was. I don't know if I actually want to see the movie, but who knows.	1
